stateInterest_state,stateInterest_thirtyYearFixed,stateInterest_thirtyYearFixedCount,stateInterest_fifteenYearFixed,stateInterest_fifteenYearFixedCount,stateInterest_fiveOneARM,stateInterest_fiveOneARMCount,isShortSale,source,yearBuilt,nextOpenHouseEndTime,sqft,lastSaleDate,id,state,county,longitude,zip,image_image,image_url,image_width,image_height,virtual_tours_0,tax,mls_id,ROI_traditional_ROI,ROI_traditional_rental,ROI_airbnb_rental,ROI_airbnb_cap_rate,ROI_airbnb_ROI,ROI_traditional_cap_rate,daysOnMarket,meta_metaKey,meta_value,neighborhood_country,neighborhood_image,neighborhood_city,neighborhood_singleHomeValue,neighborhood_mashMeter,neighborhood_latitude,neighborhood_description,neighborhood_singleHomeValue_formatted,neighborhood_is_village,neighborhood_mashMeter_formatted,neighborhood_name,neighborhood_id,neighborhood_state,neighborhood_longitude,neighborhood_walkscore,neighborhood_airbnb_properties_count,neighborhood_traditional_properties_count,homeType,property_type,property_sub_type,beds,num_of_units,favorite,status,city,saleType,latitude,description,nextOpenHouseDate,recentReductionDate,title,rent_appreciation_rate,originalListPrice,parkingSpots,parkingType,address,nextOpenHouseStartTime,lotSize,broker_name,broker_number,broker_url,url,baths,address_revealing,location,interested,listPrice,price_per_sqft,lastSalePrice,is_foreclosure,foreclosure_status,occupancy_status,owner_occupied,listing_date,heating_system,cooling_system,mls_name,walkscore,investment_likelihood_label,investment_likelihood_score,hoa_dues,view_type,parcel_number,architecture_style,has_pool,is_water_front,needs_repair,tenant_occupied,is_market_place,schools_0_category,schools_0_name,schools_0_district,schools_1_category,schools_1_name,schools_1_district,schools_2_category,schools_2_name,schools_2_district,schools_3_category,schools_3_name,schools_3_district,modification_timestamp,created_at,updated_ar,updated_at,owner_first_name,owner_last_name,agents_0_id,agents_0_office_id
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Austin Northwest,1968,,1971,,2546045,TX,Travis,-97.6816864,78753,http://photos.listhub.net/KW/10963077/1?lm=20200328T125719,http://photos.listhub.net/KW/10963077/1?lm=20200328T125719,100,100,https://www.seetheproperty.com/u/343172,6167,9230656,1.20041,1791.7,2854.71,3.4506,3.4506,1.20041,11,,,United States,,Austin,299997,79.34,30.363987,,"$299,997 ",FALSE,79.34,Windsor Hills,271651,TX,-97.676954,41,9,11,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.35836983,"Extremely well maintained 4BD/2BTH located in one of the hip suburbs of N. Austin w/ easy access to shops, restaurants & Samsung campus. Spacious formal living/dining area, floor-to-ceiling brick fireplace, and plantation shutters throughout adds to the charm. Vaulted ceilings w/ exposed wood beams, ample natural light & spacious backyard w/ added privacy from trees & towering rosebushes make this home truly one of a kind. Won&apos;t last long, it&apos;s a MUST see!",,,"Single Family Detached, Other - Austin, TX",,,,,9605 Hansford DR,,12084,Keller Williams - Austin Northwest,5123463550,,https://listings.listhub.net/pages/KW/10963077/?channel=mashv,2,TRUE,Windsor Hills,,320000,162.354135,,0,,,FALSE,2020-03-27T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,92.41,,,,Other,,,0,0,0,Elementary,Graham,,High,Reagan,,JuniorHigh,Dobie (Austin ISD),,Middle,,,2020-04-06T12:28:56.000Z,2020-03-29T04:52:06.000Z,2020-04-07T04:39:55.000Z,2020-04-07T04:39:55.000Z,RUSSELL MARK,ROBERT,183221,7994
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,2020,,1830,,2553800,TX,Travis,-97.71923828,78757,http://photos.listhub.net/KW/10974282/1?lm=20200404T123258,http://photos.listhub.net/KW/10974282/1?lm=20200404T123258,100,100,http://listing.austin360photography.com/ut/1107_Stobaugh_St_Unit_A.html,6435,1814361,0.38373,2164.19,2601.54,0.628438,0.628438,0.38373,4,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,457500,67.43,30.346433,,"$457,500 ",FALSE,67.43,Crestview,271339,TX,-97.725195,67,26,6,Condo/Coop,Common Interest,Condominium,3,,,Active,Austin,MLS Listing,30.34914017,"Beautiful newly built home in desirable Crestview neighborhood, nestled in a unique community of modern homes designed to provide high-end finish outs & energy efficiency. Landscaping and touch ups being finished. Just mins from downtown and all the major highways. This stand alone ""condo"" feels like a single family home with a private large fenced yard on a corner lot featuring a magnificent aged Spanish Oak tree in back! This tree is natures masterpiece and can be seen from the owner&apos;s suite on main level which includes it&apos;s own patio entrance, luxury bathroom with 2 vanities, walk in shower and standing tub, floor to ceiling tile. 3 Bedroom, master down + bonus room. Other amenities in this home include custom cabinetry with teak finishes, quartz counter tops, versatile stained concrete and wood flooring, modern fixtures, sliding glass doors in both living and owners suite leading into a private fenced yard, one car garage, and spray foam insulation. *Ask about special financing!*",,,"Condominium - Austin, TX",,,,,1107 Stobaugh St #1,,7928,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10974282/?channel=mashv,3,TRUE,Crestview,,735000,401.6393443,,0,,,FALSE,2020-04-03T00:00:00.000Z,,Central A/C,"Keller Williams Realty, Inc.",,1,50,,,,Other,,,0,0,0,Elementary,Brentwood,,High,McCallum,,JuniorHigh,Lamar,,Middle,,,2020-04-04T12:29:05.000Z,2020-04-04T02:34:12.000Z,2020-04-07T04:58:42.000Z,2020-04-07T04:58:42.000Z,,,91967,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Austin Northwest,1971,,1317,,2553678,TX,Travis,-97.70864868,78758,http://photos.listhub.net/KW/10972814/1?lm=20200403T130249,http://photos.listhub.net/KW/10972814/1?lm=20200403T130249,100,100,https://www.tourfactory.com/idxr2719645,4959,4962216,0.236308,1414.5,2452.09,1.76197,1.76197,0.236308,11,,,United States,,Austin,304450,67.89,30.3683,,"$304,450 ",FALSE,67.89,North Austin,274685,TX,-97.705015,53,27,1,Single Family Residential,Residential,Single Family Detached,3,,,Pending,Austin,MLS Listing,30.36882973,"Stunning remodel with a bright, sunny kitchen, oversized island, custom shaker style cabinets, quartz counters, matte black fixtures, and engineered wood floors. Brand new Stainless Steel Appliances. There is an abundance of natural light in this open and airy floorplan. Barn doors in secondary bedrooms. Walk-in shower in Master Bath. New Windows. New Roof. New insulation in attic. Shows like a brand new home! You won&apos;t want to miss this one!!",,,"Single Family Detached, Other - Austin, TX",,,,,9405 Hunters TRCE E,,7614,Keller Williams - Austin Northwest,5123463550,,https://listings.listhub.net/pages/KW/10972814/?channel=mashv,2,TRUE,North Austin,,389000,295.3682612,,0,,,FALSE,2020-03-27T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,77.75,,,,Other,,,0,0,0,Elementary,Padron,,High,Lanier,,JuniorHigh,Burnet (Austin ISD),,Middle,,,2020-04-06T12:28:56.000Z,2020-04-04T02:14:49.000Z,2020-04-07T04:40:05.000Z,2020-04-07T04:40:05.000Z,BARR,LAURIE,73800,7994
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1956,4:00 PM,1515,,2505048,TX,Travis,-97.72064209,78757,http://photos.listhub.net/KW/10918461/1?lm=20200306T130536,http://photos.listhub.net/KW/10918461/1?lm=20200306T130536,100,100,.,8822,5246849,0.95073,2164.19,2601.54,1.24136,1.24136,0.95073,33,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,457500,67.43,30.346433,,"$457,500 ",FALSE,67.43,Crestview,271339,TX,-97.725195,67,26,6,Single Family Residential,Residential,Single Family Detached,3,,,Pending,Austin,MLS Listing,30.35012054,"Multiple Offer Please have final and best by March 8 noon. Classic Crestview home minutes to trendy restaurants, shops, yoga studios, metro rail, 183, I-35 and more! 3BD/ 2BA, with 2-car carport, single garage and back covered patio. 6 burner stove & stainless appliances. This home is ready for your personal style. Please call or text listing agent 1, to schedule appointments w/ 1 hour notice.",3/8/2020,,"Single Family Detached, Other - Austin, TX",,,,Carport,7803 Lazy LN,1:00 PM,,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10918461/?channel=mashv,2,TRUE,Crestview,,399000,263.3663366,,0,,,FALSE,2020-03-05T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,52.7,,,,Other,,,0,0,0,Elementary,Brentwood,,High,McCallum,,JuniorHigh,Lamar (Austin ISD),,Middle,,,2020-03-31T12:41:43.000Z,2020-03-07T04:21:17.000Z,2020-04-07T04:43:09.000Z,2020-04-07T04:43:09.000Z,,,221833,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1975,,1576,,2502540,TX,Travis,-97.70908356,78758,http://photos.listhub.net/KW/10914460/1?lm=20200305T004157,http://photos.listhub.net/KW/10914460/1?lm=20200305T004157,100,100,https://tours.virtuance.com/1549616?idx=1,4745,5008446,0.258957,1414.5,2452.09,1.792,1.792,0.258957,35,,,United States,,Austin,304450,67.89,30.3683,,"$304,450 ",FALSE,67.89,North Austin,274685,TX,-97.705015,53,27,1,Single Family Residential,Residential,Single Family Detached,3,,,Active,Austin,MLS Listing,30.37126923,"Charming 3 bedroom, 2 bath in Quail Creek West. Great curb appeal with mature landscaping! The family room is spacious with a cozy fireplace and vaulted ceilings with exposed beams. Endless character throughout with tile flooring. No Carpet! Your kitchen opens to the living space and has a center island for great entertaining. Large master, huge covered sun room/ patio that looks out to the private backyard space regardless of weather! Convenient to Mopac and 183!",,,"Single Family Detached, Other - Austin, TX",,,,,9501 Mountain Quail RD,,,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10914460/?channel=mashv,2,TRUE,North Austin,,399000,253.1725888,,0,,,FALSE,2020-03-03T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,74.32,,,,Other,,,0,0,0,Elementary,Cook,,High,Lanier,,JuniorHigh,Burnet (Austin ISD),,Middle,,,2020-04-06T12:26:14.000Z,2020-03-06T04:25:56.000Z,2020-04-07T04:53:22.000Z,2020-04-07T04:53:22.000Z,,,237111,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1960,,1417,,2533600,TX,Travis,-97.72109222,78757,http://photos.listhub.net/KW/10949495/1?lm=20200321T123928,http://photos.listhub.net/KW/10949495/1?lm=20200321T123928,100,100,http://vifp.com/presentation_v2/presentation.php?order_id=340774&mode=unbranded&t_mode=sfstour&ws=1,8149,7032075,-0.143505,1730,2946.36,1.35539,1.35539,-0.143505,19,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,514900,67.18,30.360407,,"$514,900 ",FALSE,67.18,Wooten,271665,TX,-97.721742,67,26,0,Single Family Residential,Residential,Single Family Detached,3,,,Pending,Austin,MLS Listing,30.35980034,"Beautiful renovated 1-story corner lot in highly sought after Wooten Park. Features wide open floor plan, wide planked floors, modern fixtures & tons of natural light throughout. Spacious kitchen with large center island, marble countertops, open shelving & stainless steel appliances. Master suite offering walk-in shower, dual vanity & walk-in closet. Huge backyard with patio perfect for entertaining. Oversized garage with additional space for workshop. Minutes to downtown & dining.",,,"Single Family Detached, Other - Austin, TX",,,,,8319 Burrell DR,,,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10949495/?channel=mashv,2,TRUE,Wooten,,525000,370.5010586,,0,,,FALSE,2020-03-19T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,77.08,,,,Other,,,0,0,0,Elementary,Wooten,,High,Lanier,,JuniorHigh,Burnet (Austin ISD),,Middle,,,2020-04-06T12:26:14.000Z,2020-03-21T05:08:30.000Z,2020-04-07T04:56:13.000Z,2020-04-07T04:56:13.000Z,,,38019,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1951,,1090,,2550676,TX,Travis,-97.72335815,78757,http://photos.listhub.net/KW/10968810/1?lm=20200401T124012,http://photos.listhub.net/KW/10968810/1?lm=20200401T124012,100,100,https://my.matterport.com/show/?m=J7TqPfe9KLV&mls=1,8845,8474977,-0.471346,1603.1,2584.81,0.58929,0.58929,-0.471346,7,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,457500,67.43,30.346433,,"$457,500 ",FALSE,67.43,Crestview,271339,TX,-97.725195,67,26,6,Single Family Residential,Residential,Single Family Detached,2,,,Pending,Austin,MLS Listing,30.34448051,"See in 3D: https://bit.ly/1300Pasadena3D Remodeled one-story in the heart of Crestview! Open floor plan w/contemporary finishes, lots of windows to bring natural light into the home & neutral designer colors throughout. Fully updated kitchen w/stainlesss appliances, quartz counters, tile backsplash & soft-closing cabinets. Master w/ double-vanities, refinished clawfoot tub & upgraded fixtures. Alfresco dining is a delight in the large deck that overlooks the lush privacy-fenced backyard. Prime location!",,,"Single Family Detached, Other - Austin, TX",,,,,1300 Pasadena DR,,,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10968810/?channel=mashv,2,TRUE,Crestview,,500000,458.7155963,,0,,,FALSE,2020-03-31T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,54.33,,,,Other,,,0,0,0,Elementary,Brentwood,,High,McCallum,,JuniorHigh,Lamar (Austin ISD),,Middle,,,2020-04-06T12:28:01.000Z,2020-04-02T04:40:28.000Z,2020-04-07T04:43:49.000Z,2020-04-07T04:43:49.000Z,,,37833,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1978,3:00 PM,1348,,2217448,TX,Travis,-97.71279907,78758,http://photos.listhub.net/KW/10935819/1?lm=20200324T125044,http://photos.listhub.net/KW/10935819/1?lm=20200324T125044,100,100,https://tours.virtuance.com/1481448?idx=1,4574,4042759,1.36209,1414.5,2452.09,3.61804,3.61804,1.36209,26,views,2,United States,,Austin,304450,67.89,30.3683,,"$304,450 ",FALSE,67.89,North Austin,274685,TX,-97.705015,53,27,1,Condo/Coop,Common Interest,Condominium,3,,,Active,Austin,MLS Listing,30.37199974,"This property cash flows approx $300/mo with 20% down. Open floorplan, vaulted ceilings, fireplace, and oversized master. Located in a quiet community in Central North Austin. Just minutes from The Domain, Apple Campus, The Kramer Metrorail Station and soon to be built professional soccer stadium. This complex has 2 community pools. *HOA includes all exterior maintenance and pool access.*https://tours.virtuance.com/1481448?idx=1",11/10/2019,,"Condominium, Other - Austin, TX",,,,,9428 Singing Quail DR,1:00 PM,,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10935819/?channel=mashv,2,TRUE,North Austin,,219900,163.1305638,,0,,,FALSE,2020-03-12T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,50,,,,Other,,,0,0,0,Elementary,Cook,,High,Lanier,,JuniorHigh,Burnet (Austin ISD),,Middle,,,2020-04-06T12:26:14.000Z,2019-09-11T03:32:23.000Z,2020-04-07T04:54:55.000Z,2020-04-07T04:54:55.000Z,,,6331,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1952,3:30 PM,1074,,2020625,TX,Travis,-97.72419739,78757,http://photos.listhub.net/KW/10480046/1?lm=20200111T182812,http://photos.listhub.net/KW/10480046/1?lm=20200111T182812,100,100,https://www.tourfactory.com/idxr2622514,7668,6440094,-0.195732,1603.1,2584.81,1.11925,1.11925,-0.195732,272,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,457500,67.43,30.346433,,"$457,500 ",FALSE,67.43,Crestview,271339,TX,-97.725195,67,26,6,Condo/Coop,Common Interest,Condominium,2,,,Pending,Austin,MLS Listing,30.3465004,"Beautiful total Remodel and move-in ready in desirable Crestview Area! Open floor plan, Kitchen with white cabinets, stainless steel appliances, island and refrigerator included. 2 bed/2 bath, Master bedroom features master bath with a walk-in shower, double sinks and a walk-in closet. Second bedroom has a nice size closet access to backyard. Great closet space in this house, convenient to dining and grocery. Don&apos;t miss out on this fabulous home!",11/9/2019,,"Condominium, Other - Austin, TX",,,,Garage - Attached,1311 Aggie LN #A,1:00 PM,,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10480046/?channel=mashv,2,TRUE,Crestview,,475000,442.2718808,,0,,,FALSE,2019-07-10T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,0,49.34,,,,Other,,,0,0,0,Elementary,Brentwood,,High,McCallum,,JuniorHigh,Lamar (Austin ISD),,Middle,,,2020-04-06T12:26:14.000Z,2019-07-12T01:19:04.000Z,2020-04-07T04:46:54.000Z,2020-04-07T04:46:54.000Z,,,401973,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1972,,2444,,2386047,TX,Travis,-97.67128754,78753,http://photos.listhub.net/KW/10787945/1?lm=20191217T185302,http://photos.listhub.net/KW/10787945/1?lm=20191217T185302,100,100,.,5394,3372259,1.4044,1791.7,2854.71,4.0129,4.0129,1.4044,113,,,United States,,Austin,299997,79.34,30.363987,,"$299,997 ",FALSE,79.34,Windsor Hills,271651,TX,-97.676954,41,9,11,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.3588295,"Charming home nestled quietly in Windsor Hills. Convenient to downtown, major highways, and entertainment! The split level floor plan includes fresh interior paint, NEW roof & a converted garage, plus TWO master suites! One master has bonus room/flex space/office. Enjoy your corner lot w/ private backyard space and covered pool which can easily be converted back. The attached storage room has the perfect amount of space and includes cabinets!",,,"Single Family Detached, Other - Austin, TX",,,,Carport,1435 MANFORD HILL DR,,8747,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10787945/?channel=mashv,3,TRUE,Windsor Hills,,325000,132.9787234,,0,,,FALSE,2019-12-16T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,0,45.62,,,,Other,TRUE,,0,0,0,Elementary,Graham,,High,Reagan,,JuniorHigh,Dobie (Austin ISD),,Middle,,,2020-04-06T12:26:14.000Z,2019-12-18T02:37:34.000Z,2020-04-07T04:49:22.000Z,2020-04-07T04:49:22.000Z,SMALL MICHELLE,DENISE,219704,5288
TX,4.42,0,3.82,0,3.96,0,,Ultima Real Estate,2020,,2582,,2433018,TX,Travis,-97.80319214,75424,http://photos.listhub.net/NTREIS/14259967/1?lm=20200307T160753,http://photos.listhub.net/NTREIS/14259967/1?lm=20200307T160753,100,100,https://www.propertypanorama.com/instaview/ntreis/14259967,,14259967,7.80377,5151.14,1966.94,0.296081,0.296081,7.80377,,,,United States,,West Lake Hills,421900,71.85,30.2979843,,"$421,900 ",TRUE,71.85,West Lake Hills,14558,TX,-97.8019515,5,6,2,Single Family Residential,Residential,Single Family Detached,4,,,Active,West Lake Hills,MLS Listing,30.27684021,"Beautiful Stonehollow Home on wide 1 ACRE with 3 car garage is nearly ready for move-in April 2020.  Big front porch & 8 Ft Front door greets you to hand-scraped hardwood floors from the entry, into the formal dining, kitchen, cafe' & family room with corner full stone fireplace & cedar mantel.  The Cook's dream kitchen boasts a big pantry, SS appliances, double ovens, 42 inch maple cabinets, Petra White quartz counter tops & upgrade back splash, also boasts an island with FARMHOUSE SINK & room for bar stools.  Master suite has big shower & separate tub. Game room, 3 bedrooms, & 2 full baths upstairs. Unique neighborhood amenities include a 132 Acre Nature Preserve, stocked fishing pond, trails Must come see!",,,"RES-Single Family, Traditional - Blue Ridge, TX",,,3,Garage - Attached,724 Arbor Hills Trail,,43560,Ultima Real Estate,(972) 980-9393,https://www.ultimare.com,https://listings.listhub.net/pages/NTREIS/14259967/?channel=mashv,4,TRUE,West Lake Hills,,394900,152.9434547,,0,,,FALSE,,Central Furnace,Central A/C,"North Texas Real Estate Information Systems, Inc.",,1,88.5,36,,2794768,New Traditional,,,0,0,0,Elementary,Blueridge,Blue Ridge ISD,High,Blueridge,Blue Ridge ISD,JuniorHigh,,Blue Ridge ISD,Middle,Blueridge,Blue Ridge ISD,2020-04-01T23:18:41.000Z,2020-01-27T07:12:54.000Z,2020-04-05T08:22:14.000Z,2020-04-05T08:22:14.000Z,,,54692,5342
TX,4.42,0,3.82,0,3.96,0,,Ultima Real Estate,2020,5:00 PM,3481,,2433019,TX,Travis,-97.80319214,75424,http://photos.listhub.net/NTREIS/14259981/1?lm=20200311T175323,http://photos.listhub.net/NTREIS/14259981/1?lm=20200311T175323,100,100,https://www.propertypanorama.com/instaview/ntreis/14259981,,14259981,7.10021,5151.14,1966.94,0.0729849,0.0729849,7.10021,,,,United States,,West Lake Hills,421900,71.85,30.2979843,,"$421,900 ",TRUE,71.85,West Lake Hills,14558,TX,-97.8019515,5,6,2,Single Family Residential,Residential,Single Family Detached,4,,,Active,West Lake Hills,MLS Listing,30.27684021,"New Build by Stonehollow Homes. and almost complete in April! 1 Acre Lot. This home offers Real hand scraped hardwood floors in the entry, kitchen, cafe, din & family. Double oven in the big cook's kit + full stone fireplace. Features for this home are 42inch PAINTED White Cabinets, Travertine backsplash with Dallas White Granite in kit & bathrooms, oil rubbed bronze fixtures, 5.25in baseboards, rocker switches, framed mirror in DREAM master bath has 2 closets & 2 sinks, finished garage, opener, insulated garage door, landscape package, sprinkler, and gutter. Community Pond is a stocked fishing pond. There is a 132 acre preserve for the communities use only. It has walking trails, camp sites and ATV trails.",3/14/2020,,"RES-Single Family, Traditional - Blue Ridge, TX",,,3,Garage - Attached,716 Arbor Hills Trail,12:00 PM,43560,Ultima Real Estate,(972) 980-9393,https://www.ultimare.com,https://listings.listhub.net/pages/NTREIS/14259981/?channel=mashv,4,TRUE,West Lake Hills,,421900,121.2008044,,0,,,FALSE,,Central Furnace,Central A/C,"North Texas Real Estate Information Systems, Inc.",,1,88.25,36,,2794767,New Traditional,,,0,0,0,Elementary,Blueridge,Blue Ridge ISD,High,Blueridge,Blue Ridge ISD,JuniorHigh,,Blue Ridge ISD,Middle,Blueridge,Blue Ridge ISD,2020-04-01T23:18:41.000Z,2020-01-27T07:12:56.000Z,2020-04-05T08:22:16.000Z,2020-04-05T08:22:16.000Z,,,54692,5342
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1975,,1571,,2523478,TX,Travis,-97.83638763,78749,http://photos.listhub.net/KW/10940436/1?lm=20200316T195509,http://photos.listhub.net/KW/10940436/1?lm=20200316T195509,100,100,https://www.seetheproperty.com/u/341865,7541,7675735,2.3028,2781.85,4917.56,6.20139,6.20139,2.3028,22,,,United States,,Austin,374950,67.41,30.245753,,"$374,950 ",FALSE,67.41,East Oak Hill,416969,TX,-97.83871,17,15,7,Single Family Residential,Residential,Single Family Detached,4,,,Pending,Austin,MLS Listing,30.21501923,"Rare opportunity to own a stunning remodel in exclusive Bannockburn. Homes rarely come up for sale in this subdiv, especially a full remodel. Recent updates include: , new roof, windows, HVAC, water heater, cabinets, quartz & marble counters, stainless apps, all new flooring, scraped popcorn, fresh interior & exterior paint, light fixtures & plumbing fixtures, French drain, and new fence. Great location, just 2 minutes to popular restaurants & shopping on both William Cannon & Brodie.",,,"Single Family Detached, Other - Austin, TX",,,,,7006 Loch Lommond ST,,,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10940436/?channel=mashv,2,TRUE,East Oak Hill,,445000,283.2590707,,0,,,FALSE,2020-03-15T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,99.95,,,,Other,,,0,0,0,Elementary,Boone,,High,Crockett,,JuniorHigh,Covington,,Middle,,,2020-03-23T12:42:25.000Z,2020-03-17T04:20:43.000Z,2020-04-06T04:49:55.000Z,2020-04-06T04:49:55.000Z,,,38073,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1981,4:00 PM,2003,,2431520,TX,Travis,-97.84902954,78749,http://photos.listhub.net/KW/10843671/1?lm=20200220T123056,http://photos.listhub.net/KW/10843671/1?lm=20200220T123056,100,100,.,6696,1499455,1.1001,1881.29,3020.17,4.00658,4.00658,1.1001,73,,,United States,,Austin,374950,67.41,30.245753,,"$374,950 ",FALSE,67.41,East Oak Hill,416969,TX,-97.83871,17,15,7,Single Family Residential,Residential,Single Family Detached,3,,,Pending,Austin,MLS Listing,30.21544075,"REDUCED AND READY Rare large single story home (2003 sq.feet) with 2 living areas, 3 bedroom (master with sitting area), 2 bathrooms. New flooring throughout (no carpet). New fencing, New hot water heater. Half-wall separates living & formal dining area. This home is across the street from the Violet Crown trail, close to Arbor Trails, Chuy&apos;s, Whole foods, Kerbey Lane and more. Home is also minutes from Mopac & Hwy290 & very close to Capital Metro Bus.",2/16/2020,,"Single Family Detached, Other - Austin, TX",,,,,7500 Islander DR,2:00 PM,7575,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10843671/?channel=mashv,2,TRUE,East Oak Hill,,349000,174.238642,,0,,Assumed Owner Occupancy,TRUE,2020-01-24T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,80.93,,,,Other,,,0,0,0,Elementary,Boone,,High,Crockett,,JuniorHigh,Covington,,Middle,,,2020-03-29T12:22:41.000Z,2020-01-26T02:50:06.000Z,2020-04-06T04:44:06.000Z,2020-04-06T04:44:06.000Z,KRUG BROOKE MELENDEZ & MRK,A,38107,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,2017,,2128,,2463617,TX,Travis,-97.84644318,78749,http://photos.listhub.net/KW/10873422/1?lm=20200212T124603,http://photos.listhub.net/KW/10873422/1?lm=20200212T124603,100,100,.,10400,9328148,-0.865479,1550,,,,-0.865479,55,,,United States,,Austin,374950,67.41,30.245753,,"$374,950 ",FALSE,67.41,East Oak Hill,416969,TX,-97.83871,17,15,7,Multi Family,MultiFamily,Duplex,0,0,,Pending,Austin,MLS Listing,30.23193932,"Newly constructed in 2017! Exterior features hardie-plank siding and double-pane windows. Tenants enjoy an open living and dining floorplan downstairs on each side. Two bedrooms and a full modern bath upstairs. Covered carport/patio in back. The unit is directly across the street from Patton Elementary school and walkable to Small Middle School. Easy access to Highway 290 plus minutes to Costco, Whole Foods, multiple restaurants and more.",,,"Duplex, Other - Austin, TX",,,,,6008 Westcreek DR,,6861,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10873422/?channel=mashv,0,TRUE,East Oak Hill,,449000,210.9962406,,0,,,FALSE,2020-02-11T00:00:00.000Z,,,"Keller Williams Realty, Inc.",,1,50,,,,Other,,,0,0,0,Elementary,Patton,,High,Austin,,JuniorHigh,Small,,Middle,,,2020-04-05T12:19:52.000Z,2020-02-13T04:59:02.000Z,2020-04-06T04:45:49.000Z,2020-04-06T04:45:49.000Z,JEANNIN,TRUST,185487,5288
